household_id,id,country,region,area,community,dataset,d_seagrass,d_coral,d_mangrove,seagrass_10km,coral_10km,mangrove_10km,seagrass_coral_10km,regional_hdi,country_hdi,poverty,families_n,men_n,women_n,adults,children_n,people_total,first_adult,subsequent_adults,children,OECD-modified scale,not_working,retired,dependents_n,aquaculture,builder,carpenter,civil_servant,driver,farmer,middleman,fishing,tourism,landlord,manufacturing,mining,misc,religious,trade,admin,teaching,ocupational_multiplicity,multiplicity,non_fishing_livilihoods,own_fishing_vessel,fishing_vessel_n,fishing_vessel_type,own_motorboat,own_traditional_boat,own_fishing_gear,fishing_gear_n,fishing_gear_capital,fishing_gear_type,no_gear,static,traps,motile,basic,fishing_capital,direct_benefit,income_benefit,food_benefit,benefits,0_benefit,currency,PPP,year,inflation,annual_household_income,household_income_inflation,USD_income,2024_income_USD,international_dollars,dollar_day,adj_income,adj_income_24,adj_dollar_day_24,poverty_line,collect_fish,collect_octopus,collect_shark,collect_sea_cucumber,collect_inverts,collect_marine_resources,seaweed_farmer,fish_seagrass,seagrass_only,fish_other_n,fish_coral,coral_only,fish_mangrove,fish_other,fish_seagrass_coral,fish_seagrass_mangrove,habitats_n,prefered_habitat,why_habitat,fish_week,diet_diversity_adj,diet_diversity_weekly,cereals,roots and tubers,milk,fruit,vegetables,nuts_seeds,fish,meat,eggs
HS_TZ_zanzibar_12,12,Tanzania,Zanzibar,Unguja South,Unguga Ukuu,Zanzibar,1.41,5.71,1.05,1,1,1,2,0.612,0.529,55.4,1,1,2,3,8,11,1,1,2.4,4.4,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,2,0,0,,0,0,1,2,1,"Fishing net, Spear",0,0,0,1,1,1,1,1,1,Food & livelihood security,0,TZS,"3,972.60",2017,1.28,3000000,3840000,1319.26,1688.6528,966.6213563,3.61,299.83,219.69,0.60,2.15,1,1,0,1,1,4,0,0,0,1,0,0,0,1,0,0,1,other substrate,Reliability,7,5,4,1,0,1,0,1,1,0,0,0
HS_TZ_zanzibar_60,60,Tanzania,Zanzibar,Unguja North,Kidoti,Zanzibar,0.742,2.27,1.28,1,1,1,2,0.56,0.529,55.4,1,5,3,8,0,8,1,3.5,0,4.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,2.666666667,2,0,0,,0,0,1,1,0,Other fishing gear,0,0,0,0,1,0,1,1,1,Food & livelihood security,0,TZS,"3,972.60",2017,1.28,3000000,3840000,1319.26,1688.6528,966.6213563,3.61,293.17,214.80,0.59,2.15,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,other substrate,Empty,4,3,3,1,0,1,1,1,1,0,0,0
HS_TZ_zanzibar_85,85,Tanzania,Zanzibar,Unguja North,Nungwi,Zanzibar,0.351,0.904,6.84,1,1,1,2,0.56,0.529,55.4,1,2,2,4,0,4,1,1.5,0,2.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,1.333333333,2,0,0,,0,0,1,1,0,Other fishing gear,0,0,0,0,1,0,1,1,1,Food & livelihood security,0,TZS,"3,972.60",2017,1.28,3000000,3840000,1319.26,1688.6528,966.6213563,3.61,527.70,386.65,1.06,2.15,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,seagrass,Empty,7,7,6,1,0,1,1,1,1,0,0,0
HS_ID_binongko_12,12,Indonesia,Wakatobi,Binongko,Makoro,Binongko,0.069,0.264,45.8,1,1,0,2,0.685,0.718,3.6,1,3,2,5,3,5,1,2,0.9,3.9,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2.5,1,1,1,Motorboat,1,0,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,227.92,262.11,0.72,2.15,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,seagrass,Reliability,7,5,5,1,1,0,0,0,0,0,0,0
HS_ID_binongko_18,18,Indonesia,Wakatobi,Binongko,Taipabu,Binongko,0.075,0.275,45.9,1,1,0,2,0.685,0.718,3.6,2,2,2,4,4,8,1,1.5,1.2,3.7,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,Traditiol Boat,0,1,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,240.24,276.28,0.76,2.15,1,1,1,1,0,4,0,1,0,1,1,0,0,0,1,0,2,coral reef,Empty,7,6,6,1,1,1,0,1,1,0,0,0
HS_ID_binongko_20,20,Indonesia,Wakatobi,Binongko,Taipabu,Binongko,0.075,0.275,45.9,1,1,0,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0.5,3,1,2,"Traditiol Boat, Motorboat",1,1,0,0,0,,1,0,0,0,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,423.28,486.78,1.33,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deep water,Empty,7,7,7,1,0,0,0,0,0,0,0,0
HS_ID_binongko_23,23,Indonesia,Wakatobi,Binongko,Palahidu barat,Binongko,0.05,0.161,40,1,1,0,2,0.685,0.718,3.6,1,2,2,4,2,4,1,1.5,0.6,3.1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,Motorboat,1,0,1,2,2,"Fishing net, Fish Trap",0,0,1,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,286.74,329.75,0.90,2.15,1,0,0,0,1,2,1,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,,,,0,1,0,0,0,0,0,0,0
HS_ID_binongko_26,26,Indonesia,Wakatobi,Binongko,Kampo-Kampo,Binongko,0.198,0.488,74.3,1,1,0,2,0.685,0.718,3.6,1,4,1,5,3,5,1,2,0.9,3.9,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2.5,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,227.92,262.11,0.72,2.15,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,,,,1,0,1,1,1,1,0,0,0
HS_ID_binongko_28,28,Indonesia,Wakatobi,Binongko,Kampo-Kampo,Binongko,0.198,0.488,74.3,1,1,0,2,0.685,0.718,3.6,1,1,2,3,1,3,1,1,0.3,2.3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.5,1,1,1,Motorboat,1,0,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,386.47,444.45,1.22,2.15,1,1,0,0,1,3,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,,,,1,1,1,0,0,1,0,0,0
HS_ID_binongko_3,3,Indonesia,Wakatobi,Binongko,Rukuwa,Binongko,0.203,0.508,47.4,1,1,0,2,0.685,0.718,3.6,1,3,3,6,4,6,1,2.5,1.2,4.7,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,2,2,1,1,Traditiol Boat,0,1,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,189.13,217.50,0.60,2.15,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,coral reef,Empty,7,5,5,0,1,1,0,0,1,0,0,0
HS_ID_binongko_39,39,Indonesia,Wakatobi,Binongko,Oihu,Binongko,0.122,0.235,59,1,1,0,2,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,370.37,425.93,1.17,2.15,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,coral reef,Empty,7,7,6,0,1,1,0,0,1,0,0,0
HS_ID_tomia_52,52,Indonesia,Wakatobi,Tomia,Wawo Timu,Tomia,1.66,1.96,20.5,1,1,0,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.666666667,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,Livelihood security,0,IDR,,2015,1.33,,,,,,,,0.00,,,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,coral reef,Reliability,7,4,4,0,1,1,0,0,1,0,0,0
HS_ID_binongko_50,50,Indonesia,Wakatobi,Binongko,Waloindi,Binongko,0.036,0.135,62.6,1,1,0,2,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.666666667,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,370.37,425.93,1.17,2.15,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,seagrass,Accessability,7,3,3,1,0,1,1,1,0,0,0,0
HS_ID_binongko_51,51,Indonesia,Wakatobi,Binongko,Haka,Binongko,0.563,0.643,61.2,1,1,0,2,0.685,0.718,3.6,1,0,1,1,1,2,1,0,0.3,1.3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.333333333,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,683.76,786.34,2.15,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Suitability,7,3,3,0,1,1,0,0,1,0,0,0
HS_ID_binongko_58,58,Indonesia,Wakatobi,Binongko,Sowa,Binongko,0.109,0.211,52.2,1,1,0,2,0.685,0.718,3.6,1,2,3,5,3,8,1,2,0.9,3.9,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1.666666667,2,1,1,Traditiol Boat,0,1,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,227.92,262.11,0.72,2.15,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,coral reef,Reliability,7,5,5,1,0,0,0,1,0,0,0,0
HS_ID_binongko_59,59,Indonesia,Wakatobi,Binongko,Sowa,Binongko,0.109,0.211,52.2,1,1,0,2,0.685,0.718,3.6,2,4,4,8,4,12,1,3.5,1.2,5.7,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,155.95,179.34,0.49,2.15,1,0,0,0,1,2,0,1,0,1,1,0,0,0,1,0,2,seagrass,Reliability,7,5,5,0,1,0,0,1,0,0,0,0
HS_ID_binongko_6,6,Indonesia,Wakatobi,Binongko,Popalia,Binongko,0.117,0.203,52.3,1,1,0,2,0.685,0.718,3.6,1,2,3,5,3,5,1,2,0.9,3.9,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2.5,1,1,1,Traditiol Boat,0,1,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,227.92,262.11,0.72,2.15,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,coral reef,Reliability,7,7,7,0,1,0,0,1,0,0,0,0
HS_ID_binongko_61,61,Indonesia,Wakatobi,Binongko,Wali,Binongko,0.306,0.604,52.7,1,1,0,2,0.685,0.718,3.6,1,3,3,6,4,10,1,2.5,1.2,4.7,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,2,"Traditiol Boat, Motorboat",1,1,1,1,1,Fishing net,0,0,0,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,189.13,217.50,0.60,2.15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,deep water,Reliability,7,5,5,0,1,0,0,0,0,0,0,0
HS_ID_binongko_67,67,Indonesia,Wakatobi,Binongko,La Gongga,Binongko,0.193,0.475,74.2,1,1,0,2,0.685,0.718,3.6,1,1,1,2,0,2,1,0.5,0,1.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Traditiol Boat,0,1,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,592.59,681.49,1.87,2.15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,deep water,Reliability,,,,0,1,0,0,1,0,0,0,0
HS_ID_binongko_70,70,Indonesia,Wakatobi,Binongko,La Gongga,Binongko,0.193,0.475,74.2,1,1,0,2,0.685,0.718,3.6,1,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,493.83,567.91,1.56,2.15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,other substrate,Reliability,,,,0,1,0,0,1,0,0,0,0
HS_ID_selayar_105,105,Indonesia,Selayar,Selayar,Bungaiya,Selayar,0.244,0.89,35.1,1,1,0,2,0.66,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,Motorboat,1,0,1,2,1,"Fish Net, Fishing Rod",0,0,0,1,1,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,370.37,425.93,1.17,2.15,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,7,5,5,0,1,0,0,1,0,0,0,0
HS_ID_selayar_106,106,Indonesia,Selayar,Selayar,Bungaiya,Selayar,0.244,0.89,35.1,1,1,0,2,0.66,0.718,3.6,1,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,Motorboat,1,0,1,1,0,Fishing Rod,0,0,0,0,1,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,493.83,567.91,1.56,2.15,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,coral reef,Empty,7,6,6,0,1,0,0,1,0,0,0,0
HS_ID_selayar_130,130,Indonesia,Selayar,Selayar,Laiyolo,Selayar,0.607,1.15,0.353,1,1,1,2,0.66,0.718,3.6,3,3,2,5,0,5,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2.5,0,0,0,,0,0,1,1,1,Crab trap,0,0,1,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,296.30,340.75,0.93,2.15,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,other substrate,Empty,7,7,7,0,1,0,0,1,0,0,0,0
HS_ID_selayar_139,139,Indonesia,Selayar,Selayar,Laiyolo,Selayar,0.607,1.15,0.353,1,1,1,2,0.66,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,Motorboat,1,0,1,1,0,Fishing Rod,0,0,0,0,1,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,423.28,486.78,1.33,2.15,1,1,0,1,1,4,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,7,7,7,1,0,0,1,1,0,0,0,0
HS_ID_selayar_140,140,Indonesia,Selayar,Selayar,Laiyolo,Selayar,0.607,1.15,0.353,1,1,1,2,0.66,0.718,3.6,2,2,2,4,1,5,1,1.5,0.3,2.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,1,Motorboat,1,0,1,1,1,Crab trap,0,0,1,0,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,317.46,365.09,1.00,2.15,1,1,0,1,1,4,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,7,7,7,0,1,0,0,1,0,0,0,0
HS_ID_tomia_53,53,Indonesia,Wakatobi,Tomia,Wawo Timu,Tomia,1.66,1.96,20.5,1,1,0,2,0.685,0.718,3.6,1,1,2,3,1,3,1,1,0.3,2.3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1.5,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,Livelihood security,0,IDR,,2015,1.33,,,,,,,,0.00,,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,coral reef,Reliability,7,5,5,1,0,0,0,0,1,0,0,0
HS_ID_wangiwangi_113,113,Indonesia,Wakatobi,Wangiwangi,Tindoi,WangiWangi,0.09,0.213,11.8,1,1,0,2,0.685,0.718,3.6,2,2,2,4,4,8,1,1.5,1.2,3.7,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1.333333333,2,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,Livelihood security,0,IDR,,2015,1.33,,,,,,,,0.00,,,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,coral reef,Empty,7,5,5,1,0,0,1,1,0,0,0,0
HS_ID_wangiwangi_121,121,Indonesia,Wakatobi,Wangiwangi,Wandoka,WangiWangi,0.031,0.321,1.82,1,1,1,2,0.685,0.718,3.6,2,2,2,4,3,7,1,1.5,0.9,3.4,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1.333333333,2,1,1,Traditiol Boat,0,1,1,1,1,Fish Trap,0,0,1,0,0,2,0,1,0,Livelihood security,0,IDR,,2015,1.33,,,,,,,,0.00,,,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,seagrass,Empty,7,7,7,1,0,0,1,1,0,0,0,0
HS_ID_wangiwangi_129,129,Indonesia,Wakatobi,Wangiwangi,Kabita,WangiWangi,0.263,0.34,0.533,1,1,1,2,0.685,0.718,3.6,1,1,1,2,3,5,1,0.5,0.9,2.4,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,0,1,0,Livelihood security,0,IDR,,2015,1.33,,,,,,,,0.00,,,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,coral reef,Empty,7,8,7,1,0,0,1,1,0,0,0,0
HS_ID_selayar_47,47,Indonesia,Selayar,Selayar,Maharayya,Selayar,0.108,0.92,21.7,1,1,0,2,0.66,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,423.28,486.78,1.33,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Empty,7,8,7,1,0,0,1,1,0,0,0,0
HS_ID_wangiwangi_13,13,Indonesia,Wakatobi,Wangiwangi,Sombu,WangiWangi,0.071,2.11,2.14,1,1,1,2,0.685,0.718,3.6,1,2,2,4,2,6,1,1.5,0.6,3.1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,Traditiol Boat,0,1,0,0,0,,1,0,0,0,0,1,0,1,0,Livelihood security,0,IDR,,2015,1.33,,,,,,,,0.00,,,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,coral reef,Reliability,7,5,5,1,0,0,1,1,0,0,0,0
HS_ID_wangiwangi_57,57,Indonesia,Wakatobi,Wangiwangi,Wandoka utara,WangiWangi,0.067,0.625,14.1,1,1,0,2,0.685,0.718,3.6,3,3,3,6,7,13,1,2.5,2.1,5.6,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,1,Motorboat,1,0,1,1,1,Fishing net,0,0,0,1,0,2,1,1,0,Livelihood security,0,IDR,,2015,1.33,,,,,,,,0.00,,,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,2,coral reef,Empty,7,6,6,1,0,0,1,1,0,0,0,0
HS_TZ_zanzibar_82,82,Tanzania,Zanzibar,Unguja North,Nungwi,Zanzibar,0.351,0.904,6.84,1,1,1,2,0.56,0.529,55.4,1,6,6,12,0,12,1,5.5,0,6.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,3,0,0,,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,Food security,0,TZS,"3,972.60",2017,1.28,200000,256000,87.95,112.576,64.44142375,0.24,13.53,9.91,0.03,2.15,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,seagrass,Empty,7,7,6,1,0,0,1,1,0,0,0,0
HS_ID_selayar_89,89,Indonesia,Selayar,Selayar,Appatah,Selayar,0.123,0.972,11.4,1,1,0,2,0.66,0.718,3.6,1,1,1,2,5,7,1,0.5,1.5,3,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Motorboat,1,0,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,296.30,340.75,0.93,2.15,1,1,0,1,0,3,0,0,0,1,1,1,0,0,0,0,1,coral reef,Reliability,7,6,6,1,0,1,1,1,0,0,0,0
HS_ID_selayar_95,95,Indonesia,Selayar,Selayar,Bungaiya,Selayar,0.244,0.89,35.1,1,1,0,2,0.66,0.718,3.6,2,2,2,4,1,5,1,1.5,0.3,2.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,1,Motorboat,1,0,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,317.46,365.09,1.00,2.15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,deep water,Reliability,7,2,2,1,0,1,1,1,1,0,0,0
HS_ID_selayar_96,96,Indonesia,Selayar,Selayar,Bungaiya,Selayar,0.244,0.89,35.1,1,1,0,2,0.66,0.718,3.6,1,1,1,2,0,2,1,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Traditiol Boat,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,Food security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,592.59,681.49,1.87,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no marine resources,Reliability,7,7,7,1,0,0,1,1,0,0,0,0
HS_ID_selayar_99,99,Indonesia,Selayar,Selayar,Bungaiya,Selayar,0.244,0.89,35.1,1,1,0,2,0.66,0.718,3.6,2,2,2,4,2,6,1,1.5,0.6,3.1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,1,Traditiol Boat,0,1,1,1,0,Fishing Rod,0,0,0,0,1,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,286.74,329.75,0.90,2.15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,other substrate,Reliability,4,6,6,0,1,1,1,1,1,0,0,0
HS_ID_tomia_15,15,Indonesia,Wakatobi,Tomia,Kulati,Tomia,0.483,0.704,26.5,1,1,0,2,0.685,0.718,3.6,1,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,Motorboat,1,0,1,2,2,"Fishing net, Fish Trap",0,0,1,1,0,3,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,493.83,567.91,1.56,2.15,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,seagrass,Reliability,7,7,6,0,1,1,1,1,1,0,0,0
HS_ID_tomia_16,16,Indonesia,Wakatobi,Tomia,Timu,Tomia,0.223,0.446,29.9,1,1,0,2,0.685,0.718,3.6,1,1,1,2,1,3,1,0.5,0.3,1.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,1,Traditiol Boat,0,1,1,1,1,Fishing net,0,0,0,1,0,2,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,493.83,567.91,1.56,2.15,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,seagrass,Reliability,7,7,7,0,1,1,1,1,1,0,0,0
HS_ID_tomia_23,23,Indonesia,Wakatobi,Tomia,Te'e Moane,Tomia,0.293,1.43,22.6,1,1,0,2,0.685,0.718,3.6,1,1,1,2,2,4,1,0.5,0.6,2.1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,"Traditiol Boat, Motorboat",1,1,1,2,2,"Fishing net, Fish Trap",0,0,1,1,0,4,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,423.28,486.78,1.33,2.15,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,seagrass,Empty,7,4,4,0,1,1,1,1,1,0,0,0
HS_ID_tomia_24,24,Indonesia,Wakatobi,Tomia,Te'e Moane,Tomia,0.293,1.43,22.6,1,1,0,2,0.685,0.718,3.6,1,1,1,2,0,2,1,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,Traditiol Boat,0,1,0,0,0,,1,0,0,0,0,1,1,1,1,Food & livelihood security,0,IDR,"15,612.80",2015,1.33,12000000,15960000,888.89,1182.2237,1022.238164,2.44,592.59,681.49,1.87,2.15,1,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,coral reef,Empty,7,5,5,1,0,1,0,0,1,0,0,0
